                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                 1.1212,                 1.3583,                 1.5143,                0.66593,                0.66446,                0.69381,                0.38339,                 1.4127,                 1.3302,                 1.8163,              0.0009308,              0.0009308,              0.0009308
                     30,                 1.1345,                  1.322,                 1.5099,                0.67854,                0.63725,                 0.6722,                0.40799,                 1.3264,                 1.3616,                 1.7557,              0.0008912,              0.0008912,              0.0008912
                     31,                 1.1131,                 1.3203,                 1.5006,                0.77865,                0.61765,                0.71519,                0.45439,                 1.2459,                 1.2467,                 1.6882,              0.0008516,              0.0008516,              0.0008516
                     32,                 1.0931,                 1.2887,                 1.4902,                0.70915,                0.67157,                0.72822,                0.44159,                 1.2689,                 1.2671,                 1.6747,               0.000812,               0.000812,               0.000812
                     33,                 1.0802,                 1.2145,                 1.4671,                 0.7796,                0.64216,                0.72394,                0.45183,                 1.3192,                 1.2357,                 1.7032,              0.0007724,              0.0007724,              0.0007724
                     34,                 1.0819,                 1.2268,                 1.4822,                0.82271,                 0.6142,                0.72827,                0.45742,                 1.2754,                 1.2521,                  1.655,              0.0007328,              0.0007328,              0.0007328
                     35,                 1.0275,                 1.2098,                 1.4318,                0.79942,                0.69608,                 0.7766,                0.45927,                 1.2743,                 1.1892,                  1.646,              0.0006932,              0.0006932,              0.0006932
                     36,                 1.0295,                   1.17,                 1.4387,                0.82997,                0.61765,                0.74799,                0.47438,                 1.2669,                 1.1758,                 1.6629,              0.0006536,              0.0006536,              0.0006536
                     37,                0.99053,                 1.1261,                 1.4194,                0.74152,                0.70098,                0.75292,                0.49149,                 1.2286,                 1.1456,                 1.6107,               0.000614,               0.000614,               0.000614
                     38,                0.99428,                 1.1361,                 1.4082,                0.77176,                0.70588,                0.77398,                0.47368,                 1.2665,                 1.1622,                 1.6636,              0.0005744,              0.0005744,              0.0005744
                     39,                0.99583,                 1.1157,                 1.3911,                0.77361,                0.68137,                0.76815,                0.47597,                 1.2305,                 1.1421,                 1.6473,              0.0005348,              0.0005348,              0.0005348
                     40,                0.95356,                 1.0917,                 1.3982,                0.84199,                0.65301,                0.76635,                0.47825,                 1.2668,                 1.1037,                 1.6689,              0.0004952,              0.0004952,              0.0004952
                     41,                0.90812,                 1.0352,                 1.4015,                0.81841,                0.63725,                0.74348,                0.46975,                 1.2635,                 1.1629,                 1.6321,              0.0004556,              0.0004556,              0.0004556
                     42,                0.88989,                0.92386,                 1.3833,                0.77746,                 0.7451,                0.78393,                0.50869,                  1.196,                 1.0611,                 1.5693,               0.000416,               0.000416,               0.000416
                     43,                0.86585,                0.87173,                 1.3645,                0.82876,                0.68802,                0.78114,                0.50382,                 1.1764,                 1.0808,                 1.5723,              0.0003764,              0.0003764,              0.0003764
                     44,                0.83847,                0.85998,                 1.3409,                0.73629,                 0.7451,                0.76225,                0.49687,                 1.1864,                 1.0661,                 1.5702,              0.0003368,              0.0003368,              0.0003368
                     45,                0.83599,                0.85259,                 1.3444,                0.80148,                0.71247,                0.77167,                 0.5067,                 1.1963,                 1.0263,                 1.5829,              0.0002972,              0.0002972,              0.0002972
                     46,                0.82627,                0.79777,                 1.3352,                0.76332,                0.71143,                0.76889,                0.51804,                 1.1734,                0.99363,                 1.5982,              0.0002576,              0.0002576,              0.0002576
                     47,                0.80113,                0.80047,                 1.3022,                0.74951,                0.76273,                0.78667,                0.53234,                 1.1716,                0.96915,                 1.5801,               0.000218,               0.000218,               0.000218
                     48,                0.78548,                 0.7587,                 1.3027,                0.82685,                0.72568,                0.79122,                0.53485,                 1.1441,                0.97278,                 1.5485,              0.0001784,              0.0001784,              0.0001784
                     49,                0.75169,                0.73184,                  1.274,                0.78584,                 0.7402,                0.77805,                0.53531,                 1.1047,                0.97424,                 1.5214,              0.0001388,              0.0001388,              0.0001388
                     50,                0.72431,                0.70823,                 1.2379,                0.84816,                0.72549,                0.80459,                0.55059,                 1.0965,                 0.9476,                 1.5108,               9.92e-05,               9.92e-05,               9.92e-05
