                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 3.0877,                 2.9964,                 3.8258,                0.00514,                0.46541,                0.02429,                0.00821,                 2.7919,                 3.5794,                 4.1082,             0.00072083,             0.00072083,             0.00072083
                     20,                 3.1732,                 3.0015,                 3.8003,                0.00507,                0.45912,                0.02887,                0.00996,                 2.7857,                 3.5814,                 4.0878,             0.00073608,             0.00073608,             0.00073608
                     21,                 3.1804,                 2.9571,                  3.803,                0.00535,                0.48428,                0.03421,                0.01109,                  2.777,                 3.5795,                  4.057,             0.00074896,             0.00074896,             0.00074896
                     22,                 3.0577,                 3.0167,                 3.7551,                0.00535,                0.48428,                0.01336,                 0.0043,                 2.7731,                 3.5751,                 4.0609,             0.00075946,             0.00075946,             0.00075946
                     23,                 3.0979,                 2.9253,                  3.702,                0.00521,                 0.4717,                0.01111,                0.00382,                 2.7831,                 3.5579,                 4.0934,             0.00076758,             0.00076758,             0.00076758
                     24,                  3.052,                 2.8863,                 3.6639,                0.00514,                0.46541,                0.01043,                0.00352,                 2.7913,                 3.5492,                 4.1114,             0.00077333,             0.00077333,             0.00077333
                     25,                 3.0429,                 2.8596,                 3.6623,                0.00535,                0.48428,                0.03219,                0.01052,                 2.8122,                 3.5492,                 4.0313,              0.0007767,              0.0007767,              0.0007767
                     26,                 3.1363,                 2.7691,                 3.6192,                0.00549,                0.49686,                0.04017,                0.00964,                 2.8868,                 3.5747,                 3.9041,              0.0007777,              0.0007777,              0.0007777
                     27,                 2.9576,                 2.8261,                 3.6021,                0.00576,                0.52201,                0.03407,                0.00729,                 2.9116,                 3.6322,                 3.8276,             0.00077632,             0.00077632,             0.00077632
                     28,                 3.0284,                 2.9478,                 3.6486,                0.00569,                0.51572,                0.03061,                0.00641,                 2.9228,                 3.6986,                 3.8016,             0.00077256,             0.00077256,             0.00077256
                     29,                 2.9973,                 2.9799,                 3.6382,                0.00569,                0.51572,                0.03061,                0.00641,                 2.9228,                 3.6986,                 3.8016,             0.00076643,             0.00076643,             0.00076643
                     30,                 2.8705,                 2.8297,                 3.5026,                0.01035,                0.27673,                0.03161,                 0.0077,                 2.9022,                 3.6275,                  3.797,             0.00075792,             0.00075792,             0.00075792
                     31,                 2.9185,                 2.9306,                 3.5694,                 0.0236,                0.24528,                0.02536,                0.00764,                 2.8472,                 3.5095,                 3.8452,             0.00074704,             0.00074704,             0.00074704
                     32,                 2.9082,                 2.8883,                 3.5229,                0.04441,                0.12579,                0.03633,                0.00975,                 2.7994,                 3.4042,                 3.9998,             0.00073378,             0.00073378,             0.00073378
                     33,                 3.0391,                 2.8302,                 3.5481,                0.04441,                0.12579,                0.03633,                0.00975,                 2.7994,                 3.4042,                 3.9998,             0.00071814,             0.00071814,             0.00071814
                     34,                 2.8787,                 2.9018,                   3.52,                 0.0772,                0.10063,                0.04059,                0.01178,                 2.7794,                 3.3878,                 4.0652,              0.0006932,              0.0006932,              0.0006932
                     35,                 2.7569,                 2.7777,                 3.4484,                0.05703,                0.13208,                0.03343,                0.01048,                 2.7761,                 3.3482,                 4.0191,              0.0006932,              0.0006932,              0.0006932
                     36,                 2.8554,                 2.7815,                 3.5065,                0.09072,                0.04519,                0.04273,                0.01241,                 2.7645,                 3.2575,                 3.9314,              0.0006536,              0.0006536,              0.0006536
                     37,                 2.7666,                 2.8942,                 3.4727,                0.09072,                0.04519,                0.04273,                0.01241,                 2.7645,                 3.2575,                 3.9314,               0.000614,               0.000614,               0.000614
                     38,                 2.8622,                 2.7652,                 3.5022,                0.11142,                 0.1195,                0.05574,                0.01653,                 2.7452,                  3.174,                  3.819,              0.0005744,              0.0005744,              0.0005744
                     39,                 2.8946,                 2.8545,                 3.4756,                0.15129,                0.14465,                0.06286,                0.01728,                 2.7224,                 3.0981,                 3.7454,              0.0005348,              0.0005348,              0.0005348
                     40,                 2.8325,                 2.7838,                 3.4876,                0.15596,                0.18868,                0.07231,                0.02085,                 2.6773,                 3.0217,                 3.6682,              0.0004952,              0.0004952,              0.0004952
                     41,                 2.4947,                 3.0424,                 3.3121,                0.15596,                0.18868,                0.07231,                0.02085,                 2.6773,                 3.0217,                 3.6682,              0.0004556,              0.0004556,              0.0004556
                     42,                 2.5682,                 3.1388,                 3.3703,                0.19448,                0.21384,                0.10902,                 0.0325,                 2.6304,                 2.9618,                 3.5913,               0.000416,               0.000416,               0.000416
                     43,                 2.5556,                 3.0694,                 3.3651,                0.25324,                0.22013,                0.14283,                0.03541,                 2.5908,                 2.9497,                 3.5395,              0.0003764,              0.0003764,              0.0003764
                     44,                 2.5372,                 3.0414,                 3.3899,                0.24706,                 0.1761,                0.13891,                0.03334,                  2.548,                 2.9699,                 3.5231,              0.0003368,              0.0003368,              0.0003368
                     45,                 2.5499,                 2.9444,                   3.24,                0.24706,                 0.1761,                0.13891,                0.03334,                  2.548,                 2.9699,                 3.5231,              0.0002972,              0.0002972,              0.0002972
                     46,                 2.4447,                 2.9826,                  3.274,                0.22029,                 0.1761,                0.13281,                0.03248,                 2.5166,                 2.9935,                 3.5063,              0.0002576,              0.0002576,              0.0002576
                     47,                 2.5766,                  3.049,                  3.305,                0.19516,                0.18239,                0.13523,                0.03554,                 2.4876,                  2.991,                 3.4746,               0.000218,               0.000218,               0.000218
                     48,                 2.5688,                 2.9313,                 3.2639,                0.20349,                0.18239,                0.14397,                0.04121,                 2.4527,                  2.977,                 3.4473,              0.0001784,              0.0001784,              0.0001784
                     49,                 2.5526,                 3.0215,                 3.3039,                0.20349,                0.18239,                0.14397,                0.04121,                 2.4527,                  2.977,                 3.4473,              0.0001388,              0.0001388,              0.0001388
                     50,                 2.4975,                 2.9966,                 3.3434,                0.23814,                0.20126,                 0.1545,                0.04513,                 2.4274,                 2.9624,                 3.4246,               9.92e-05,               9.92e-05,               9.92e-05
