                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.6562,                 2.9683,                 2.0988,                0.19589,                0.24584,                0.14204,                0.06732,                 1.3249,                 29.523,                 1.7186,             0.00077401,             0.00077401,             0.00077401
                     12,                 1.6203,                 2.8951,                  2.066,                0.22534,                0.26336,                0.16992,                0.08526,                 1.2755,                 23.566,                 1.6566,             0.00075902,             0.00075902,             0.00075902
                     13,                 1.6122,                 2.8685,                 2.0468,                0.39008,                0.25773,                0.18861,                0.09524,                 1.2608,                 28.019,                 1.6265,             0.00074402,             0.00074402,             0.00074402
                     14,                 1.5955,                 2.8226,                 2.0313,                0.26641,                0.32529,                 0.2214,                0.11466,                  1.234,                  30.27,                 1.6127,             0.00072902,             0.00072902,             0.00072902
                     15,                 1.5858,                 2.7785,                 2.0223,                0.40619,                0.31729,                0.22591,                0.11775,                 1.2129,                 36.795,                 1.5769,             0.00071402,             0.00071402,             0.00071402
                     16,                 1.5672,                 2.7164,                 1.9981,                0.30123,                0.32017,                0.22723,                0.11848,                 1.1982,                 34.747,                 1.5703,             0.00069902,             0.00069902,             0.00069902
                     17,                 1.5565,                 2.6799,                 1.9819,                0.28437,                0.31827,                0.23285,                0.12815,                 1.1979,                 38.858,                 1.5563,             0.00068402,             0.00068402,             0.00068402
                     18,                 1.5275,                 2.6382,                 1.9531,                0.29459,                0.34445,                0.25337,                0.13597,                  1.192,                 43.148,                 1.5452,             0.00066902,             0.00066902,             0.00066902
                     19,                 1.5351,                 2.6145,                 1.9557,                0.32374,                0.37409,                0.28606,                0.15778,                  1.157,                 33.538,                 1.5171,             0.00065403,             0.00065403,             0.00065403
                     20,                 1.5103,                 2.5953,                 1.9418,                0.32648,                 0.3601,                0.29443,                0.16487,                 1.1555,                 30.053,                 1.5081,             0.00063903,             0.00063903,             0.00063903
                     21,                 1.5135,                 2.5799,                 1.9358,                0.37444,                0.38002,                0.29984,                0.16738,                 1.1597,                 26.939,                 1.5058,             0.00062403,             0.00062403,             0.00062403
                     22,                 1.4931,                 2.5204,                 1.9193,                0.37003,                 0.3833,                0.30098,                0.17231,                 1.1296,                 27.209,                 1.4801,             0.00060903,             0.00060903,             0.00060903
                     23,                 1.4846,                 2.5125,                 1.9199,                0.41453,                 0.3801,                0.32114,                0.18443,                 1.1178,                 35.368,                 1.4683,             0.00059403,             0.00059403,             0.00059403
                     24,                 1.4756,                 2.4872,                 1.9056,                0.38697,                0.41168,                0.33236,                0.19454,                 1.1181,                 28.742,                 1.4618,             0.00057903,             0.00057903,             0.00057903
                     25,                 1.4643,                 2.4619,                 1.9054,                0.40757,                0.38843,                0.34147,                0.20275,                 1.1029,                 34.923,                 1.4523,             0.00056403,             0.00056403,             0.00056403
                     26,                 1.4594,                 2.4164,                 1.8903,                0.40349,                0.40613,                0.35958,                 0.2171,                 1.0908,                 33.133,                 1.4409,             0.00054904,             0.00054904,             0.00054904
                     27,                 1.4507,                 2.3879,                 1.8752,                0.39984,                0.43142,                0.36825,                0.21826,                 1.0747,                 37.922,                 1.4206,             0.00053404,             0.00053404,             0.00053404
                     28,                 1.4348,                 2.3489,                 1.8621,                0.42838,                0.44564,                0.38138,                0.23464,                 1.0625,                 29.245,                 1.4101,             0.00051904,             0.00051904,             0.00051904
                     29,                 1.4376,                 2.3607,                 1.8556,                0.41807,                0.45449,                 0.3793,                0.22958,                 1.0757,                 30.651,                 1.4058,             0.00050404,             0.00050404,             0.00050404
                     30,                 1.4308,                 2.3289,                 1.8476,                0.47441,                0.44843,                0.39648,                0.24479,                 1.0513,                 34.434,                  1.393,             0.00048904,             0.00048904,             0.00048904
                     31,                 1.4157,                 2.3126,                 1.8439,                0.44115,                0.46806,                0.40581,                0.24584,                 1.0565,                 31.304,                 1.3986,             0.00047404,             0.00047404,             0.00047404
                     32,                 1.4011,                 2.2966,                 1.8457,                0.42939,                 0.5005,                0.41508,                0.25787,                 1.0333,                 34.667,                 1.3782,             0.00045904,             0.00045904,             0.00045904
                     33,                  1.406,                 2.2703,                 1.8395,                0.47491,                0.47146,                0.42437,                 0.2648,                 1.0313,                 32.926,                 1.3592,             0.00044405,             0.00044405,             0.00044405
                     34,                 1.3968,                 2.2559,                 1.8224,                 0.5068,                0.46532,                0.43261,                0.26983,                 1.0168,                 36.391,                 1.3485,             0.00042905,             0.00042905,             0.00042905
                     35,                 1.3878,                  2.248,                 1.8213,                0.49184,                0.48192,                0.44033,                0.27862,                 1.0071,                 33.856,                  1.347,             0.00041405,             0.00041405,             0.00041405
                     36,                  1.384,                 2.2071,                 1.8163,                0.49243,                0.50111,                0.45126,                0.28531,                 1.0073,                 31.844,                 1.3458,             0.00039905,             0.00039905,             0.00039905
                     37,                 1.3617,                 2.1919,                 1.7986,                0.48165,                0.51819,                0.45681,                0.28712,                 1.0062,                 34.521,                 1.3416,             0.00038405,             0.00038405,             0.00038405
                     38,                 1.3613,                 2.1744,                  1.798,                0.46849,                0.53656,                0.46815,                0.29745,                0.99526,                 30.825,                 1.3269,             0.00036905,             0.00036905,             0.00036905
                     39,                 1.3716,                 2.1613,                 1.7925,                0.49561,                0.52829,                0.46852,                0.29893,                0.98883,                 31.962,                 1.3202,             0.00035406,             0.00035406,             0.00035406
                     40,                 1.3633,                  2.139,                 1.7879,                0.50893,                0.52879,                0.48288,                0.30968,                0.97825,                  32.54,                  1.308,             0.00033906,             0.00033906,             0.00033906
                     41,                 1.3403,                 2.1292,                 1.7744,                0.50029,                0.54312,                0.47869,                0.30715,                0.97669,                 30.296,                 1.3163,             0.00032406,             0.00032406,             0.00032406
                     42,                 1.3405,                 2.1018,                 1.7752,                 0.4985,                0.55584,                0.48828,                0.31678,                0.96876,                 33.558,                 1.3011,             0.00030906,             0.00030906,             0.00030906
                     43,                 1.3394,                 2.0686,                   1.77,                0.50478,                0.55411,                0.49788,                0.32036,                0.96483,                  32.89,                 1.2943,             0.00029406,             0.00029406,             0.00029406
                     44,                 1.3372,                 2.0787,                 1.7644,                0.52076,                0.56198,                0.50287,                0.32849,                0.95855,                 33.052,                 1.2908,             0.00027906,             0.00027906,             0.00027906
                     45,                 1.3265,                 2.0547,                 1.7524,                0.51466,                0.55352,                0.49943,                0.32686,                0.95327,                 31.338,                 1.2876,             0.00026406,             0.00026406,             0.00026406
                     46,                 1.3327,                 2.0629,                 1.7565,                0.53144,                0.57062,                0.51225,                0.33659,                0.94752,                 34.464,                 1.2785,             0.00024907,             0.00024907,             0.00024907
                     47,                 1.3164,                 2.0332,                 1.7451,                0.51964,                  0.581,                0.51648,                0.34034,                 0.9391,                 34.116,                 1.2709,             0.00023407,             0.00023407,             0.00023407
                     48,                 1.3149,                 1.9999,                 1.7417,                0.52544,                0.58429,                0.52078,                0.34292,                0.94261,                 32.868,                 1.2695,             0.00021907,             0.00021907,             0.00021907
                     49,                 1.2994,                 2.0076,                 1.7266,                0.53078,                0.58241,                 0.5268,                0.34812,                0.93524,                 33.057,                 1.2635,             0.00020407,             0.00020407,             0.00020407
                     50,                 1.3001,                 1.9957,                 1.7362,                 0.5363,                0.58848,                 0.5304,                0.35026,                0.93088,                 32.777,                 1.2615,             0.00018907,             0.00018907,             0.00018907
                     51,                   1.26,                 1.7289,                 1.7303,                0.55526,                0.59805,                0.54739,                0.36671,                0.91584,                 34.333,                  1.247,             0.00017407,             0.00017407,             0.00017407
                     52,                 1.2371,                 1.6858,                 1.7133,                0.57008,                0.60157,                0.55665,                0.37525,                0.90631,                 34.133,                 1.2376,             0.00015907,             0.00015907,             0.00015907
                     53,                 1.2166,                 1.6671,                 1.6969,                0.57943,                0.60001,                0.55936,                0.38154,                0.90258,                  32.43,                 1.2292,             0.00014408,             0.00014408,             0.00014408
                     54,                 1.2238,                 1.6375,                 1.6875,                0.58241,                 0.6104,                0.56821,                0.38872,                0.89287,                 32.414,                 1.2236,             0.00012908,             0.00012908,             0.00012908
