                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.3786,                 2.1831,                 1.8672,                 0.4532,                0.44731,                0.43079,                0.25207,                 1.5005,                 1.9607,                 2.0413,              0.0005446,              0.0005446,              0.0005446
                     26,                  1.374,                 2.1618,                 1.8606,                0.47189,                0.41989,                0.44606,                 0.2717,                 1.4405,                 1.8914,                 1.9833,              0.0005248,              0.0005248,              0.0005248
                     27,                 1.3632,                 2.1328,                 1.8554,                0.67602,                0.38262,                0.45174,                0.27654,                 1.4366,                 1.8833,                 1.9568,               0.000505,               0.000505,               0.000505
                     28,                 1.3628,                  2.109,                 1.8442,                0.46969,                0.51289,                0.47465,                0.28195,                  1.435,                 1.9231,                 1.9587,              0.0004852,              0.0004852,              0.0004852
                     29,                 1.3418,                  2.096,                 1.8317,                0.49519,                 0.5094,                0.48023,                0.29145,                 1.4136,                 1.7956,                 1.9469,              0.0004654,              0.0004654,              0.0004654
                     30,                  1.347,                 2.0718,                 1.8303,                0.47617,                0.48898,                0.47355,                0.28808,                 1.4177,                 1.8019,                 1.9526,              0.0004456,              0.0004456,              0.0004456
                     31,                 1.3327,                 2.0418,                 1.8161,                0.49966,                0.49554,                0.48556,                0.29801,                 1.3922,                 1.8043,                 1.9179,              0.0004258,              0.0004258,              0.0004258
                     32,                 1.3253,                 2.0301,                 1.8061,                0.53017,                0.47068,                 0.5027,                 0.3068,                 1.4044,                 1.7523,                 1.9248,               0.000406,               0.000406,               0.000406
                     33,                  1.324,                 2.0131,                 1.8022,                0.56103,                0.50367,                0.52525,                0.31649,                 1.3907,                   1.72,                 1.9238,              0.0003862,              0.0003862,              0.0003862
                     34,                 1.3101,                 1.9762,                 1.7996,                0.49743,                0.52245,                0.52304,                0.31465,                 1.4069,                 1.6999,                 1.9222,              0.0003664,              0.0003664,              0.0003664
                     35,                 1.3032,                 1.9883,                 1.7999,                 0.5155,                0.49833,                0.50784,                0.32068,                  1.373,                 1.7119,                 1.8874,              0.0003466,              0.0003466,              0.0003466
                     36,                 1.3099,                 1.9619,                 1.7945,                0.49376,                0.52289,                0.52611,                0.32125,                  1.368,                 1.6848,                 1.8871,              0.0003268,              0.0003268,              0.0003268
                     37,                 1.2927,                 1.9259,                 1.7804,                0.55493,                0.50938,                0.53262,                  0.325,                 1.4023,                 1.6827,                 1.9034,               0.000307,               0.000307,               0.000307
                     38,                 1.2825,                 1.9154,                 1.7717,                0.56974,                0.51997,                0.52617,                0.32881,                 1.3848,                 1.6504,                 1.8935,              0.0002872,              0.0002872,              0.0002872
                     39,                 1.2708,                 1.9069,                 1.7666,                0.51071,                0.52458,                0.51918,                0.32558,                 1.3619,                 1.6361,                   1.88,              0.0002674,              0.0002674,              0.0002674
                     40,                 1.2795,                  1.891,                 1.7684,                0.53988,                0.53183,                0.53363,                0.33692,                 1.3582,                 1.6361,                 1.8575,              0.0002476,              0.0002476,              0.0002476
                     41,                 1.2322,                 1.6458,                  1.782,                 0.5407,                0.52263,                0.53836,                0.34308,                 1.3368,                 1.6149,                 1.8406,              0.0002278,              0.0002278,              0.0002278
                     42,                 1.2063,                 1.5639,                 1.7636,                 0.5685,                0.54983,                0.55777,                0.35275,                 1.3038,                  1.548,                 1.8096,               0.000208,               0.000208,               0.000208
                     43,                 1.2014,                  1.535,                 1.7507,                0.54178,                0.59528,                0.56705,                0.36019,                 1.3257,                 1.5395,                 1.8189,              0.0001882,              0.0001882,              0.0001882
                     44,                 1.1924,                 1.5098,                 1.7341,                0.60677,                0.55283,                0.57761,                0.37788,                 1.3073,                  1.516,                 1.8094,              0.0001684,              0.0001684,              0.0001684
                     45,                  1.179,                 1.4925,                 1.7258,                0.59152,                0.55793,                0.58345,                0.37669,                 1.3081,                 1.5032,                 1.7973,              0.0001486,              0.0001486,              0.0001486
                     46,                 1.1676,                 1.4634,                 1.7154,                0.54506,                 0.6105,                0.59461,                0.38512,                  1.296,                 1.5127,                 1.7942,              0.0001288,              0.0001288,              0.0001288
                     47,                 1.1564,                 1.4484,                 1.7116,                0.61207,                0.53182,                0.59768,                 0.3857,                 1.2854,                 1.4802,                 1.7824,               0.000109,               0.000109,               0.000109
                     48,                 1.1517,                 1.4345,                 1.7072,                0.59032,                0.51755,                0.58328,                0.38086,                 1.2763,                 1.4891,                 1.7703,               8.92e-05,               8.92e-05,               8.92e-05
                     49,                 1.1419,                 1.4278,                 1.6895,                0.57422,                0.55013,                0.59695,                0.39126,                 1.2718,                 1.4747,                 1.7696,               6.94e-05,               6.94e-05,               6.94e-05
                     50,                 1.1447,                 1.4076,                 1.6943,                0.62902,                0.55212,                0.61396,                0.40434,                 1.2754,                  1.466,                 1.7654,               4.96e-05,               4.96e-05,               4.96e-05
